Timestamp,User Count,Type,Name,Requests/s,Failures/s,50%,66%,75%,80%,90%,95%,98%,99%,99.9%,99.99%,100%,Total Request Count,Total Failure Count,Total Median Response Time,Total Average Response Time,Total Min Response Time,Total Max Response Time,Total Average Content Size
1776102662,10,,Aggregated,5.000000,5.000000,4,330,390,450,760,1100,1800,2000,2100,2100,2100,638,367,4,266.7235996003765,1.829042041208595,2122.601624985691,3027.8432601880877
1776102663,10,,Aggregated,4.600000,4.600000,4,330,390,450,770,1100,1900,2000,2100,2100,2100,639,367,4,269.4391906025516,1.829042041208595,2122.601624985691,3023.998435054773
1776102664,10,,Aggregated,4.600000,4.600000,4,330,400,470,800,1300,2000,2000,2400,2400,2400,648,367,4,287.8928607300802,1.829042041208595,2423.3299160259776,3079.2546296296296
1776102665,10,,Aggregated,4.000000,3.800000,4,330,400,460,800,1300,1900,2000,2400,2400,2400,651,367,4,288.1395740568825,1.829042041208595,2423.3299160259776,3105.8018433179723
1776102666,10,,Aggregated,4.300000,3.100000,4,330,400,490,800,1300,1900,2000,2400,2400,2400,657,367,4,290.031523532709,1.829042041208595,2423.3299160259776,3145.5829528158297
1776102667,10,,Aggregated,4.300000,3.100000,4,340,410,490,800,1300,1900,2000,2400,2400,2400,660,367,4,291.16671881506176,1.829042041208595,2423.3299160259776,3158.9378787878786
1776102668,10,,Aggregated,3.900000,2.600000,4,340,410,490,790,1300,1900,2000,2400,2400,2400,662,367,4,291.3642463519089,1.829042041208595,2423.3299160259776,3176.1012084592144
1776102669,10,,Aggregated,4.100000,1.700000,5,340,410,520,800,1300,1900,2000,2400,2400,2400,668,368,5,295.2466057291084,1.829042041208595,2423.3299160259776,3189.645209580838
1776102670,10,,Aggregated,3.800000,1.200000,5,340,420,520,800,1300,1900,2000,2400,2400,2400,672,368,5,297.205035407647,1.829042041208595,2423.3299160259776,3210.973214285714
1776102671,10,,Aggregated,3.500000,0.600000,5,350,420,520,810,1300,1900,2000,2400,2400,2400,676,369,5,299.4977019880671,1.829042041208595,2423.3299160259776,3231.8579881656806
1776102672,10,,Aggregated,3.500000,0.200000,5,350,420,530,810,1300,1900,2000,2400,2400,2400,680,369,5,300.607716546887,1.829042041208595,2423.3299160259776,3264.8470588235296
1776102673,10,,Aggregated,3.500000,0.200000,5,350,420,530,810,1300,1900,2000,2400,2400,2400,680,369,5,300.607716546887,1.829042041208595,2423.3299160259776,3264.8470588235296
1776102674,10,,Aggregated,4.100000,0.200000,5,350,430,530,810,1200,1900,2000,2400,2400,2400,684,370,5,302.74234259491226,1.829042041208595,2423.3299160259776,3273.0833333333335
1776102675,10,,Aggregated,4.100000,0.200000,5,350,430,530,850,1400,1900,2000,2400,2400,2400,691,370,5,309.91290882760495,1.829042041208595,2423.3299160259776,3317.510853835022
1776102676,10,,Aggregated,3.500000,0.300000,5,350,430,530,850,1400,1900,2000,2400,2400,2400,695,372,5,308.93711289055915,1.829042041208595,2423.3299160259776,3313.2302158273383
1776102677,10,,Aggregated,4.200000,0.300000,5,350,440,540,850,1400,1900,2000,2400,2400,2400,700,372,5,310.34034898845545,1.829042041208595,2423.3299160259776,3340.8942857142856
1776102678,10,,Aggregated,4.200000,0.300000,5,350,440,540,840,1300,1900,2000,2400,2400,2400,705,373,5,310.58393894878037,1.829042041208595,2423.3299160259776,3356.25390070922
1776102679,10,,Aggregated,3.900000,0.500000,5,350,440,540,840,1300,1900,2000,2400,2400,2400,709,373,5,311.1955778108784,1.829042041208595,2423.3299160259776,3375.5289139633287
1776102680,10,,Aggregated,4.300000,0.600000,6,360,440,540,830,1300,1900,2000,2400,2400,2400,715,374,6,311.9458275062351,1.829042041208595,2423.3299160259776,3374.944055944056
1776102681,10,,Aggregated,4.200000,0.500000,6,350,440,540,830,1300,1900,2000,2400,2400,2400,719,375,6,311.50130366202853,1.829042041208595,2423.3299160259776,3382.1668984700973
1776102682,10,,Aggregated,4.200000,0.600000,6,350,440,540,820,1300,1900,2000,2400,2400,2400,722,377,6,310.66263221190417,1.829042041208595,2423.3299160259776,3370.128808864266
1776102683,10,,Aggregated,4.400000,0.700000,6,350,430,530,820,1300,1900,2000,2400,2400,2400,726,378,6,310.2712497685506,1.829042041208595,2423.3299160259776,3377.3085399449037
1776102684,10,,Aggregated,4.200000,0.700000,6,350,430,530,820,1300,1900,2000,2400,2400,2400,730,379,6,309.92636797943294,1.829042041208595,2423.3299160259776,3395.73698630137
1776102685,10,,Aggregated,4.400000,0.900000,6,350,440,540,820,1300,1900,2000,2400,2400,2400,736,381,6,311.41146235321406,1.829042041208595,2423.3299160259776,3405.5733695652175
1776102686,10,,Aggregated,4.600000,0.900000,6,350,440,540,820,1300,1900,2000,2400,2400,2400,740,385,6,309.7447345162289,1.829042041208595,2423.3299160259776,3387.6027027027026
1776102687,10,,Aggregated,4.300000,1.100000,6,350,430,530,810,1300,1900,2000,2400,2400,2400,746,391,6,307.2822977559817,1.829042041208595,2423.3299160259776,3361.0080428954425
1776102688,10,,Aggregated,4.300000,1.000000,6,350,430,530,810,1300,1900,2000,2400,2400,2400,750,395,5,305.65922205724445,1.829042041208595,2423.3299160259776,3343.5146666666665
1776102689,10,,Aggregated,4.600000,1.800000,5,350,420,530,810,1300,1900,2000,2400,2400,2400,757,402,5,302.86391644639883,1.761708001140505,2423.3299160259776,3313.346103038309
1776102690,10,,Aggregated,4.300000,2.000000,5,340,420,530,810,1200,1900,2000,2400,2400,2400,761,406,5,301.28655710631466,1.761708001140505,2423.3299160259776,3296.3561103810775
1776102691,10,,Aggregated,4.500000,2.500000,5,340,420,530,810,1200,1900,2000,2400,2400,2400,767,412,5,298.9524030297384,1.761708001140505,2423.3299160259776,3271.2033898305085
1776102692,10,,Aggregated,4.700000,3.000000,5,340,420,530,800,1200,1900,2000,2400,2400,2400,773,418,5,296.66438227414574,1.761708001140505,2423.3299160259776,3246.4411384217333
1776102693,10,,Aggregated,4.900000,3.600000,5,340,420,520,800,1200,1900,2000,2400,2400,2400,778,423,5,294.7773599472246,1.761708001140505,2423.3299160259776,3226.0976863753212
1776102694,10,,Aggregated,4.900000,3.900000,5,340,410,520,800,1200,1900,2000,2400,2400,2400,781,426,5,293.6577788590204,1.761708001140505,2423.3299160259776,3214.0166453265047
1776102695,10,,Aggregated,5.200000,4.300000,5,340,410,520,800,1200,1900,2000,2400,2400,2400,785,430,5,292.1788489335561,1.761708001140505,2423.3299160259776,3198.0522292993633
1776102696,10,,Aggregated,5.100000,4.600000,5,330,410,520,800,1200,1900,2000,2400,2400,2400,793,438,5,289.2609677868537,1.761708001140505,2423.3299160259776,3166.6065573770493
1776102697,10,,Aggregated,5.000000,4.800000,5,330,410,520,800,1200,1900,2000,2400,2400,2400,796,441,5,288.18266080027263,1.761708001140505,2423.3299160259776,3154.977386934673
1776102698,10,,Aggregated,5.400000,5.400000,5,330,410,520,800,1200,1900,2000,2400,2400,2400,800,445,5,286.75864046374045,1.761708001140505,2423.3299160259776,3139.6075
1776102699,10,,Aggregated,4.800000,4.800000,5,330,410,520,790,1200,1900,2000,2400,2400,2400,807,452,5,284.3036467843179,1.761708001140505,2423.3299160259776,3113.076827757125
1776102700,10,,Aggregated,5.000000,5.000000,4,330,400,520,790,1200,1900,2000,2400,2400,2400,810,455,4,283.2641650665333,1.761708001140505,2423.3299160259776,3101.846913580247
1776102701,10,,Aggregated,5.300000,5.300000,4,330,400,490,790,1200,1900,2000,2400,2400,2400,818,463,4,280.52982838742133,1.761708001140505,2423.3299160259776,3072.303178484108
1776102702,10,,Aggregated,4.900000,4.900000,4,330,400,490,780,1200,1900,2000,2400,2400,2400,821,466,4,279.5160134932243,1.761708001140505,2423.3299160259776,3061.3727161997563
1776102703,10,,Aggregated,4.800000,4.800000,4,330,400,490,780,1200,1900,2000,2400,2400,2400,827,472,4,277.5111225730809,1.761708001140505,2423.3299160259776,3039.7496977025394
1776102704,10,,Aggregated,4.800000,4.800000,4,330,400,480,780,1200,1900,2000,2400,2400,2400,831,476,4,276.1927579144194,1.761708001140505,2423.3299160259776,3025.5078219013235
1776102705,10,,Aggregated,4.700000,4.700000,4,320,390,470,780,1200,1900,2000,2400,2400,2400,838,483,4,273.91241432098406,1.761708001140505,2423.3299160259776,3000.91169451074
1776102706,10,,Aggregated,5.100000,5.100000,4,320,390,470,770,1100,1900,2000,2400,2400,2400,844,489,4,271.9855108021116,1.761708001140505,2423.3299160259776,2980.154028436019
1776102707,10,,Aggregated,5.100000,5.100000,4,320,390,460,770,1100,1900,2000,2400,2400,2400,849,494,4,270.40273673963776,1.761708001140505,2423.3299160259776,2963.080094228504
1776102708,10,,Aggregated,4.900000,4.900000,4,320,390,460,760,1100,1900,2000,2400,2400,2400,855,500,4,268.5321718724635,1.761708001140505,2423.3299160259776,2942.8549707602338
1776102709,10,,Aggregated,5.400000,5.400000,4,320,390,450,760,1100,1900,2000,2400,2400,2400,859,504,4,267.295214582066,1.761708001140505,2423.3299160259776,2929.5285215366707
1776102710,10,,Aggregated,5.400000,5.400000,4,320,390,450,760,1100,1900,2000,2400,2400,2400,863,508,4,266.07380942531904,1.761708001140505,2423.3299160259776,2916.3256083429897
1776102711,10,,Aggregated,5.100000,5.100000,4,320,390,450,760,1100,1900,2000,2400,2400,2400,870,515,4,263.957319051782,1.761708001140505,2423.3299160259776,2893.512643678161
1776102712,10,,Aggregated,5.400000,5.400000,4,310,380,450,750,1100,1900,2000,2400,2400,2400,874,519,4,262.76517991089526,1.761708001140505,2423.3299160259776,2880.6407322654463
1776102713,10,,Aggregated,5.300000,5.300000,4,310,380,450,740,1100,1900,2000,2400,2400,2400,881,526,4,260.70340090826636,1.761708001140505,2423.3299160259776,2858.396140749149
1776102714,10,,Aggregated,5.200000,5.200000,4,310,380,450,740,1100,1900,2000,2400,2400,2400,885,530,4,259.5401164227807,1.761708001140505,2423.3299160259776,2845.8429378531073
1776102715,10,,Aggregated,5.600000,5.600000,4,310,380,440,730,1100,1900,2000,2400,2400,2400,891,536,4,257.8120211741127,1.761708001140505,2423.3299160259776,2827.2244668911335
1776102716,10,,Aggregated,5.200000,5.200000,4,310,380,440,730,1100,1900,2000,2400,2400,2400,895,540,4,256.6708111163234,1.761708001140505,2423.3299160259776,2814.9508379888266
1776102717,10,,Aggregated,5.400000,5.400000,4,310,370,440,730,1100,1900,2000,2400,2400,2400,900,545,4,255.26712790797723,1.761708001140505,2423.3299160259776,2799.762222222222
1776102718,10,,Aggregated,5.200000,5.200000,4,310,370,440,730,1100,1900,2000,2400,2400,2400,906,551,4,253.59751746712755,1.761708001140505,2423.3299160259776,2781.757174392936
1776102719,10,,Aggregated,5.100000,5.100000,4,300,370,440,730,1100,1900,2000,2400,2400,2400,909,554,4,252.77386215530547,1.761708001140505,2423.3299160259776,2772.8437843784377
1776102720,10,,Aggregated,4.900000,4.900000,4,300,370,440,720,1100,1900,2000,2400,2400,2400,912,557,4,251.956322860854,1.761708001140505,2423.3299160259776,2764.3848684210525
1776102721,10,,Aggregated,5.000000,5.000000,4,310,370,440,720,1100,1900,2000,2400,2400,2400,915,557,4,252.96746351491518,1.761708001140505,2423.3299160259776,2784.304918032787
1776102722,10,,Aggregated,4.900000,4.900000,4,310,380,450,730,1100,1900,2000,2400,2400,2400,918,557,4,254.5898762169017,1.761708001140505,2423.3299160259776,2804.09477124183
1776102723,10,,Aggregated,4.700000,4.500000,4,310,380,450,750,1100,1900,2000,2400,2400,2400,923,557,4,258.3127694920473,1.761708001140505,2423.3299160259776,2827.83315276273
1776102724,10,,Aggregated,4.500000,4.000000,4,310,380,450,750,1100,1900,2000,2400,2400,2400,929,558,4,258.49674528007785,1.761708001140505,2423.3299160259776,2839.821313240043
1776102725,10,,Aggregated,4.300000,3.300000,4,310,380,450,740,1100,1900,2000,2400,2400,2400,932,559,4,258.4846005355964,1.761708001140505,2423.3299160259776,2850.1244635193134
1776102726,10,,Aggregated,4.300000,3.000000,4,310,390,450,740,1100,1900,2000,2400,2400,2400,937,559,4,259.53158216671216,1.761708001140505,2423.3299160259776,2882.0875133404484
1776102727,10,,Aggregated,4.100000,2.400000,4,310,380,450,740,1100,1900,2000,2400,2400,2400,942,560,4,259.42172066480583,1.761708001140505,2423.3299160259776,2887.23991507431
1776102728,10,,Aggregated,4.200000,2.200000,4,310,390,450,740,1100,1900,2000,2400,2400,2400,946,561,4,259.82212300869406,1.761708001140505,2423.3299160259776,2894.791754756871
1776102729,10,,Aggregated,4.000000,1.600000,4,320,390,450,740,1100,1900,2000,2400,2400,2400,949,561,4,260.8281684133103,1.761708001140505,2423.3299160259776,2913.585879873551
1776102730,10,,Aggregated,4.100000,1.400000,4,320,390,450,740,1100,1800,2000,2400,2400,2400,953,561,4,261.82813216186474,1.761708001140505,2423.3299160259776,2921.10703043022
1776102731,10,,Aggregated,4.100000,0.900000,4,320,390,450,760,1100,1800,2000,2400,2400,2400,957,563,4,263.0266124516304,1.761708001140505,2423.3299160259776,2928.2957157784745
1776102732,10,,Aggregated,4.000000,0.500000,4,320,390,460,760,1100,1800,2000,2400,2400,2400,961,563,4,265.5831560345088,1.761708001140505,2423.3299160259776,2952.902185223725
1776102733,10,,Aggregated,4.000000,0.500000,4,320,390,460,760,1100,1800,2000,2400,2400,2400,966,564,4,265.92015656538973,1.761708001140505,2423.3299160259776,2966.120082815735
1776102734,10,,Aggregated,4.200000,0.600000,4,320,400,470,770,1100,1800,2000,2400,2400,2400,971,564,4,267.759311011545,1.761708001140505,2423.3299160259776,2979.3347064881564
1776102735,10,,Aggregated,4.100000,0.600000,4,320,400,470,770,1100,1800,2000,2400,2400,2400,975,564,4,267.8701659766002,1.761708001140505,2423.3299160259776,2994.897435897436
1776102736,10,,Aggregated,4.100000,0.600000,4,320,390,460,770,1100,1800,2000,2400,2400,2400,980,566,4,267.4083449778014,1.761708001140505,2423.3299160259776,3007.580612244898
1776102737,10,,Aggregated,4.200000,0.600000,4,320,390,460,760,1100,1800,2000,2400,2400,2400,984,566,4,267.6598819382527,1.761708001140505,2423.3299160259776,3022.8861788617887
1776102738,10,,Aggregated,4.300000,0.600000,4,320,390,460,760,1100,1800,2000,2400,2400,2400,987,566,4,267.8256130894304,1.761708001140505,2423.3299160259776,3040.567375886525
1776102739,10,,Aggregated,4.300000,0.700000,4,320,390,460,760,1100,1800,2000,2400,2400,2400,992,567,4,268.14931879568076,1.761708001140505,2423.3299160259776,3061.3326612903224
1776102740,10,,Aggregated,4.300000,0.700000,4,320,390,460,760,1100,1800,2000,2400,2400,2400,995,568,4,267.9728592505524,1.761708001140505,2423.3299160259776,3062.005025125628
1776102741,10,,Aggregated,4.000000,0.500000,4,320,390,460,750,1100,1800,2000,2400,2400,2400,1003,571,4,267.7330997380092,1.761708001140505,2423.3299160259776,3082.972083748754
1776102742,10,,Aggregated,4.400000,0.700000,4,320,390,460,760,1100,1800,2000,2400,2400,2400,1006,571,4,268.32880789885496,1.761708001140505,2423.3299160259776,3091.920477137177
1776102743,10,,Aggregated,4.300000,0.700000,4,320,390,460,760,1100,1800,2000,2400,2400,2400,1008,571,4,268.39192191191756,1.761708001140505,2423.3299160259776,3103.3253968253966
1776102744,10,,Aggregated,4.500000,0.800000,4,320,390,450,750,1100,1800,2000,2400,2400,2400,1016,576,4,267.56722866956284,1.761708001140505,2423.3299160259776,3097.251968503937
1776102745,10,,Aggregated,4.300000,0.800000,4,320,390,450,750,1100,1800,2000,2400,2400,2400,1019,579,4,266.788144661726,1.761708001140505,2423.3299160259776,3088.3719332679098
1776102746,10,,Aggregated,4.400000,1.000000,4,320,390,450,740,1100,1800,2000,2400,2400,2400,1028,588,4,264.48427269386775,1.761708001140505,2423.3299160259776,3062.0428015564203
1776102747,10,,Aggregated,4.500000,1.300000,4,320,390,450,740,1100,1800,2000,2400,2400,2400,1030,590,4,263.97509566825835,1.761708001140505,2423.3299160259776,3056.2543689320387
1776102748,10,,Aggregated,4.300000,1.500000,4,320,390,450,740,1100,1800,2000,2400,2400,2400,1036,596,4,262.46553442402046,1.761708001140505,2423.3299160259776,3039.023166023166
1776102749,10,,Aggregated,4.700000,2.200000,4,320,390,450,730,1100,1800,2000,2400,2400,2400,1041,601,4,261.2197507178638,1.761708001140505,2423.3299160259776,3024.815561959654
1776102750,10,,Aggregated,4.900000,2.700000,4,320,380,450,730,1100,1800,2000,2400,2400,2400,1047,607,4,259.7416351846092,1.761708001140505,2423.3299160259776,3007.945558739255
1776102751,10,,Aggregated,5.200000,3.400000,4,320,380,440,730,1100,1700,2000,2400,2400,2400,1051,611,4,258.7658608832164,1.761708001140505,2423.3299160259776,2996.805899143673
1776102752,10,,Aggregated,4.800000,3.500000,4,310,380,440,730,1100,1700,2000,2400,2400,2400,1058,618,4,257.07545891995693,1.761708001140505,2423.3299160259776,2977.5141776937617
1776102753,10,,Aggregated,5.200000,4.000000,4,310,380,440,720,1100,1700,2000,2400,2400,2400,1062,622,4,256.1212166076791,1.761708001140505,2423.3299160259776,2966.6045197740114
1776102754,10,,Aggregated,4.900000,4.200000,4,310,380,440,720,1100,1700,2000,2400,2400,2400,1068,628,4,254.7002539741401,1.761708001140505,2423.3299160259776,2950.3932584269664
1776102755,10,,Aggregated,5.300000,4.800000,4,310,380,440,710,1100,1700,2000,2400,2400,2400,1074,634,4,253.2978320487899,1.761708001140505,2423.3299160259776,2934.36312849162
1776102756,10,,Aggregated,5.200000,4.900000,4,310,370,440,710,1100,1700,2000,2400,2400,2400,1081,641,4,251.6742894657742,1.4031670289114118,2423.3299160259776,2915.886216466235
1776102757,10,,Aggregated,5.300000,5.300000,4,310,370,440,710,1100,1700,2000,2400,2400,2400,1085,645,4,250.75591662442656,1.4031670289114118,2423.3299160259776,2905.435023041475
1776102758,10,,Aggregated,5.600000,5.600000,4,310,370,440,710,1100,1700,2000,2400,2400,2400,1090,650,4,249.62289923163337,1.4031670289114118,2423.3299160259776,2892.4788990825687
1776102759,10,,Aggregated,5.300000,5.300000,4,310,370,430,700,1100,1700,2000,2400,2400,2400,1097,657,4,248.05233773618127,1.4031670289114118,2423.3299160259776,2874.538742023701
1776102760,10,,Aggregated,5.300000,5.300000,4,310,370,430,700,1100,1700,2000,2400,2400,2400,1101,661,4,247.16283749184402,1.4031670289114118,2423.3299160259776,2864.389645776567
1776102761,10,,Aggregated,5.300000,5.300000,4,300,370,430,700,1100,1700,2000,2400,2400,2400,1105,665,4,246.28076055434815,1.4031670289114118,2423.3299160259776,2854.314027149321
1776102762,10,,Aggregated,5.400000,5.400000,4,300,370,430,690,1100,1700,2000,2400,2400,2400,1112,672,4,244.75077472706937,1.4031670289114118,2423.3299160259776,2836.856115107914
1776102763,10,,Aggregated,5.300000,5.300000,4,300,370,430,690,1100,1700,2000,2400,2400,2400,1115,675,4,244.10102122286835,1.4031670289114118,2423.3299160259776,2829.4412556053812
1776102764,10,,Aggregated,5.300000,5.300000,4,300,370,420,690,1000,1700,2000,2400,2400,2400,1121,681,4,242.8125004046476,1.4031670289114118,2423.3299160259776,2814.7305976806424
1776102765,10,,Aggregated,5.300000,5.300000,4,300,370,420,690,1000,1700,2000,2400,2400,2400,1124,684,4,242.17307873274692,1.4031670289114118,2423.3299160259776,2807.4341637010675
1776102766,10,,Aggregated,5.200000,5.200000,4,300,370,420,690,1000,1700,2000,2400,2400,2400,1130,690,4,240.9054102103094,1.4031670289114118,2423.3299160259776,2792.957522123894
1776102767,10,,Aggregated,5.100000,5.100000,4,300,370,420,690,1000,1700,2000,2400,2400,2400,1134,694,4,240.0662630402838,1.4031670289114118,2423.3299160259776,2783.3915343915346
1776102768,10,,Aggregated,5.100000,5.100000,4,300,370,420,690,1000,1700,2000,2400,2400,2400,1142,702,4,238.4060962089878,1.4031670289114118,2423.3299160259776,2764.460595446585
1776102769,10,,Aggregated,5.100000,5.100000,4,300,370,420,690,1000,1700,2000,2400,2400,2400,1144,704,4,237.99473917893488,1.4031670289114118,2423.3299160259776,2759.769230769231
1776102770,10,,Aggregated,4.900000,4.900000,4,300,360,420,690,1000,1700,2000,2400,2400,2400,1147,707,4,237.38035243739387,1.4031670289114118,2423.3299160259776,2752.7628596338272
1776102771,10,,Aggregated,4.900000,4.900000,4,290,360,420,680,1000,1700,2000,2400,2400,2400,1154,714,4,235.9617478672703,1.4031670289114118,2423.3299160259776,2736.5563258232237
1776102772,10,,Aggregated,4.700000,4.700000,4,290,360,410,680,1000,1700,2000,2400,2400,2400,1158,718,4,235.1583339791063,1.4031670289114118,2423.3299160259776,2727.3834196891194
1776102773,10,,Aggregated,4.800000,4.800000,4,290,360,410,680,1000,1700,2000,2400,2400,2400,1166,726,4,233.56675003496707,1.4031670289114118,2423.3299160259776,2709.2264150943397
1776102774,10,,Aggregated,4.800000,4.800000,4,290,360,410,680,1000,1700,2000,2400,2400,2400,1167,727,4,233.36914631514352,1.4031670289114118,2423.3299160259776,2706.974293059126
1776102775,10,,Aggregated,4.600000,4.600000,4,290,360,410,680,1000,1700,2000,2400,2400,2400,1172,732,4,232.3896031355014,1.4031670289114118,2423.3299160259776,2695.7713310580207
1776102776,10,,Aggregated,5.100000,5.100000,4,290,360,410,680,1000,1700,2000,2400,2400,2400,1177,737,4,231.4148699013044,1.4031670289114118,2423.3299160259776,2684.663551401869
1776102777,10,,Aggregated,4.600000,4.600000,4,290,360,410,670,1000,1700,2000,2400,2400,2400,1181,741,4,230.64250409046966,1.4031670289114118,2423.3299160259776,2675.845046570703
1776102778,10,,Aggregated,4.600000,4.600000,4,290,360,410,670,1000,1700,2000,2400,2400,2400,1186,746,4,229.68204862128553,1.4031670289114118,2423.3299160259776,2664.9055649241145
1776102779,10,,Aggregated,4.500000,4.500000,4,290,360,410,670,1000,1700,2000,2400,2400,2400,1190,750,4,228.92334299492688,1.4031670289114118,2423.3299160259776,2656.220168067227
1776102780,10,,Aggregated,4.600000,4.600000,4,290,360,410,670,1000,1700,2000,2400,2400,2400,1192,751,4,229.08091330786522,1.4031670289114118,2423.3299160259776,2659.2474832214766
1776102781,10,,Aggregated,4.400000,4.400000,4,290,360,410,690,1000,1700,2000,2400,2400,2400,1199,752,4,231.62629750293732,1.4031670289114118,2423.3299160259776,2681.4311926605506
1776102782,10,,Aggregated,4.700000,4.700000,4,290,360,410,690,1000,1700,2000,2400,2400,2400,1203,753,4,231.99677708150753,1.4031670289114118,2423.3299160259776,2688.0540315876974
1776102783,10,,Aggregated,4.200000,4.100000,4,290,360,410,690,1000,1700,2000,2400,2400,2400,1205,754,4,231.84257554942434,1.4031670289114118,2423.3299160259776,2691.295435684647
1776102784,10,,Aggregated,4.600000,3.800000,4,290,360,410,690,1000,1700,2000,2400,2400,2400,1210,754,4,232.35931284138778,1.4031670289114118,2423.3299160259776,2703.035537190083
1776102785,10,,Aggregated,4.500000,3.500000,4,290,360,420,690,1000,1700,2000,2400,2400,2400,1215,754,4,234.8068479037031,1.4031670289114118,2423.3299160259776,2728.2905349794237
1776102786,10,,Aggregated,4.000000,2.800000,4,290,360,420,690,1000,1700,2000,2400,2400,2400,1217,754,4,235.00237311250908,1.4031670289114118,2423.3299160259776,2738.3344289235824
1776102787,10,,Aggregated,4.300000,2.700000,4,300,360,420,690,1000,1700,2000,2400,2400,2400,1220,754,4,235.30659067041822,1.4031670289114118,2423.3299160259776,2753.338524590164
1776102788,10,,Aggregated,4.200000,2.100000,4,300,360,410,690,1000,1700,2000,2400,2400,2400,1226,756,4,235.27465395020363,1.4031670289114118,2423.3299160259776,2749.1924959216967
1776102789,10,,Aggregated,4.100000,1.700000,4,300,360,420,690,1000,1700,2000,2400,2400,2400,1229,756,4,235.9548245467707,1.4031670289114118,2423.3299160259776,2764.060211554109
1776102790,10,,Aggregated,4.000000,1.300000,4,300,370,420,690,1000,1700,2000,2400,2400,2400,1234,756,4,236.51548392225035,1.4031670289114118,2423.3299160259776,2788.679092382496
1776102791,10,,Aggregated,4.000000,1.000000,4,300,370,420,690,1000,1700,2000,2400,2400,2400,1237,757,4,236.612499927247,1.4031670289114118,2423.3299160259776,2796.565885206144
1776102792,10,,Aggregated,3.900000,0.500000,4,300,370,420,690,1000,1700,2000,2400,2400,2400,1240,757,4,237.06684270319755,1.4031670289114118,2423.3299160259776,2811.1870967741934
1776102793,10,,Aggregated,4.200000,0.500000,4,300,370,420,680,990,1700,2000,2400,2400,2400,1244,757,4,238.08682733191995,1.4031670289114118,2423.3299160259776,2830.572347266881
1776102794,10,,Aggregated,3.800000,0.500000,4,300,370,420,680,990,1600,2000,2400,2400,2400,1251,757,4,239.12105351707137,1.4031670289114118,2423.3299160259776,2857.588329336531
1776102795,10,,Aggregated,3.700000,0.400000,4,300,370,420,680,990,1600,2000,2400,2400,2400,1253,758,4,239.01950012595546,1.4031670289114118,2423.3299160259776,2853.8355945730245
1776102796,10,,Aggregated,3.900000,0.300000,4,310,370,420,680,980,1600,2000,2400,2400,2400,1261,760,4,239.86582559377212,1.4031670289114118,2423.3299160259776,2871.935765265662
1776102797,10,,Aggregated,3.900000,0.300000,4,310,370,420,680,980,1600,2000,2400,2400,2400,1261,760,4,239.86582559377212,1.4031670289114118,2423.3299160259776,2871.935765265662
1776102798,10,,Aggregated,3.800000,0.400000,4,310,370,430,690,1000,1600,2000,2400,2400,2400,1263,760,4,241.31874138220587,1.4031670289114118,2423.3299160259776,2881.3863816310372
1776102799,10,,Aggregated,4.300000,0.600000,4,310,370,430,700,1000,1700,2000,2400,2400,2400,1267,760,4,244.6022785711874,1.4031670289114118,2423.3299160259776,2900.1981057616417
1776102800,10,,Aggregated,4.000000,0.600000,4,310,380,440,710,1000,1700,2000,2400,2400,2400,1273,760,4,248.14490405713718,1.4031670289114118,2423.3299160259776,2915.2026708562453
1776102801,10,,Aggregated,3.700000,0.400000,4,310,380,440,710,1000,1700,2000,2400,2400,2400,1275,760,4,248.4623892413562,1.4031670289114118,2423.3299160259776,2924.4964705882353
1776102802,10,,Aggregated,3.700000,0.400000,4,310,380,440,720,1000,1700,2000,2400,2400,2400,1278,760,4,249.40190550995808,1.4031670289114118,2423.3299160259776,2931.9123630672925
1776102803,10,,Aggregated,3.900000,0.400000,4,310,380,440,710,1000,1700,2000,2400,2400,2400,1284,761,4,250.03259452157783,1.4031670289114118,2423.3299160259776,2946.5397196261683
1776102804,10,,Aggregated,3.800000,0.300000,4,320,380,440,710,1000,1700,2000,2400,2400,2400,1287,761,4,250.40730638982203,1.4031670289114118,2423.3299160259776,2960.2773892773894
1776102805,10,,Aggregated,3.800000,0.300000,4,320,380,440,710,1000,1700,2000,2400,2400,2400,1292,762,4,250.9547482513543,1.4031670289114118,2423.3299160259776,2957.0518575851393
1776102806,10,,Aggregated,3.900000,0.400000,4,320,380,440,710,1000,1700,2000,2400,2400,2400,1297,767,4,249.99969573307325,1.4031670289114118,2423.3299160259776,2945.964533538936
1776102807,10,,Aggregated,3.600000,0.400000,4,310,380,440,700,1000,1700,1900,2400,2400,2400,1301,771,4,249.23961926039578,1.4031670289114118,2423.3299160259776,2937.1560338201384
1776102808,10,,Aggregated,3.900000,0.400000,4,310,380,440,700,1000,1700,1900,2400,2400,2400,1306,776,4,248.29726766827545,1.4031670289114118,2423.3299160259776,2926.221286370597
